step,position,health_level,resource_level,air_pollution,ground_pollution
14,"(6, 4)",100.0,100.0,0.0,0.0
14,"(6, 9)",100.0,100.0,0.0,0.0
14,"(8, 0)",100.0,100.0,0.0,0.0
14,"(8, 2)",100.0,100.0,0.0,0.0
14,"(8, 3)",100.0,100.0,0.0,0.0
14,"(8, 4)",100.0,100.0,0.0,0.0
14,"(8, 5)",100.0,100.0,0.0,0.0
14,"(9, 3)",100.0,100.0,0.0,0.0
14,"(9, 4)",100.0,100.0,0.0,0.0
14,"(9, 6)",100.0,100.0,0.0,0.0
15,"(0, 0)",100.0,100.0,0.0,0.0
15,"(0, 3)",100.0,100.0,0.0,0.0
15,"(0, 4)",100.0,100.0,0.0,0.0
15,"(0, 6)",100.0,100.0,0.0,0.0
15,"(0, 9)",100.0,100.0,0.0,0.0
15,"(1, 6)",100.0,100.0,0.0,0.0
15,"(1, 7)",100.0,100.0,0.0,0.0
15,"(2, 1)",100.0,100.0,0.0,0.0
15,"(2, 3)",100.0,100.0,0.0,0.0
15,"(2, 4)",100.0,100.0,0.0,0.0
15,"(2, 9)",100.0,100.0,0.0,0.0
15,"(3, 4)",100.0,100.0,0.0,0.0
15,"(3, 5)",100.0,100.0,0.0,0.0
15,"(4, 6)",100.0,100.0,0.0,0.0
15,"(4, 7)",100.0,100.0,0.0,0.0
15,"(5, 2)",100.0,100.0,0.0,0.0
15,"(5, 3)",100.0,100.0,0.0,0.0
15,"(5, 7)",100.0,100.0,0.0,0.0
15,"(6, 0)",100.0,100.0,0.0,0.0
15,"(6, 4)",100.0,100.0,0.0,0.0
15,"(6, 9)",100.0,100.0,0.0,0.0
15,"(8, 0)",100.0,100.0,0.0,0.0
15,"(8, 2)",100.0,100.0,0.0,0.0
15,"(8, 3)",100.0,100.0,0.0,0.0
15,"(8, 4)",100.0,100.0,0.0,0.0
15,"(8, 5)",100.0,100.0,0.0,0.0
15,"(9, 3)",100.0,100.0,0.0,0.0
15,"(9, 4)",100.0,100.0,0.0,0.0
15,"(9, 6)",100.0,100.0,0.0,0.0
16,"(0, 0)",100.0,100.0,0.0,0.0
16,"(0, 3)",100.0,100.0,0.0,0.0
16,"(0, 4)",100.0,100.0,0.0,0.0
16,"(0, 6)",100.0,100.0,0.0,0.0
16,"(0, 9)",100.0,100.0,0.0,0.0
16,"(1, 6)",100.0,100.0,0.0,0.0
16,"(1, 7)",100.0,100.0,0.0,0.0
16,"(2, 1)",100.0,100.0,0.0,0.0
16,"(2, 3)",100.0,100.0,0.0,0.0
16,"(2, 4)",100.0,100.0,0.0,0.0
16,"(2, 9)",100.0,100.0,0.0,0.0
16,"(3, 4)",100.0,100.0,0.0,0.0
16,"(3, 5)",100.0,100.0,0.0,0.0
16,"(4, 6)",100.0,100.0,0.0,0.0
16,"(4, 7)",100.0,100.0,0.0,0.0
16,"(5, 2)",100.0,100.0,0.0,0.0
16,"(5, 3)",100.0,100.0,0.0,0.0
16,"(5, 7)",100.0,100.0,0.0,0.0
16,"(6, 0)",100.0,100.0,0.0,0.0
16,"(6, 4)",100.0,100.0,0.0,0.0
